         3689970 function calls (3541787 primitive calls) in 17.472 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1560    0.005    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\eager\context.py:2438(__enter__)
7327/7312    0.005    0.000    0.011    0.000 {built-in method builtins.any}
       12    0.000    0.000    0.011    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\while_v2.py:571(_zeros_like)
      175    0.001    0.000    0.011    0.000 {built-in method optree.unflatten}
       33    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:711(numpy)
       24    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\activations\activations.py:481(sigmoid)
       24    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\ops\nn.py:89(sigmoid)
       22    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\trainers\compile_utils.py:358(result)
       22    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\metrics\regression_metrics.py:245(result)
       52    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:1563(div_no_nan)
       24    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\nn.py:22(sigmoid)
       33    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:871(read_value)
      150    0.000    0.000    0.011    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:1053(_lazy_read)
        1    0.000    0.000    0.010    0.010 {built-in method _warnings.warn}
       20    0.000    0.000    0.010    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\ops\numpy.py:6136(divide)
     2234    0.010    0.000    0.010    0.000 {method '_numpy_internal' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       32    0.000    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\common\variables.py:410(__array__)
       24    0.000    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:4117(sigmoid)
      720    0.003    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:320(__bool__)
        4    0.000    0.000    0.010    0.003 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:3012(reduce_max)
       48    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
    19429    0.010    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:4654(get_default)
       45    0.000    0.000    0.010    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
       32    0.000    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:559(__array__)
       20    0.000    0.000    0.010    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\sparse.py:658(sparse_wrapper)
    83907    0.010    0.000    0.010    0.000 {method 'startswith' of 'str' objects}
     5821    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.client._pywrap_tf_session.TF_SetAttrValueProto}
        1    0.000    0.000    0.010    0.010 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\warnings.py:97(_showwarnmsg)
        1    0.000    0.000    0.010    0.010 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\warnings.py:20(_showwarnmsg_impl)
        1    0.000    0.000    0.010    0.010 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\warnings.py:118(_formatwarnmsg)
        1    0.000    0.000    0.010    0.010 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\warnings.py:35(_formatwarnmsg_impl)
       20    0.000    0.000    0.010    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\numpy.py:2530(divide)
      720    0.003    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\eager\polymorphic_function\polymorphic_function.py:189(_get_detector)
     5949    0.005    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:520(shape)
     2258    0.006    0.000    0.010    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\inspect.py:2669(__init__)
        2    0.000    0.000    0.010    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\losses\loss.py:164(reduce_weighted_values)
        2    0.000    0.000    0.010    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\losses\loss.py:140(reduce_values)
     6130    0.004    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\auto_control_deps.py:591(update)
64970/63162    0.009    0.000    0.010    0.000 {built-in method builtins.len}
        2    0.000    0.000    0.010    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\ops\dataset_ops.py:700(from_tensors)
        1    0.000    0.000    0.010    0.010 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\_tf_keras\keras\preprocessing\image\__init__.py:1(<module>)
    15316    0.002    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\object_identity.py:224(<listcomp>)
        8    0.000    0.000    0.010    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\ops\numpy.py:6527(sum)
       24    0.000    0.000    0.010    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\gen_math_ops.py:10187(sigmoid)
        6    0.000    0.000    0.010    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.11_3.11.2544.0_x64__qbz5n2kfra8p0\Lib\traceback.py:313(line)
        8    0.000    0.000    0.010    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\numpy.py:2654(sum)
      360    0.004    0.000    0.010    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_RecordGradient}
        2    0.000    0.000    0.009    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\nn_ops.py:5525(stateless_dropout)
        2    0.000    0.000    0.009    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\nn_ops.py:5740(_dropout)
        2    0.000    0.000    0.009    0.005 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:4456(reduced_shape)
        1    0.000    0.000    0.009    0.009 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\pandas\io\parsers\readers.py:1575(__init__)
    34084    0.007    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor_shape.py:1509(__hash__)
        1    0.000    0.000    0.009    0.009 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\pandas\io\parsers\readers.py:1848(_make_engine)
       11    0.000    0.000    0.009    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\array_ops.py:1198(_autopacking_helper)
     6130    0.004    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\tpu\tpu.py:203(replace_with_unreplicated_resources)
      946    0.003    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\tensor.py:998(is_subtype_of)
       20    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\optimizer.py:65(assign_sub)
  925/887    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\trace_type\trace_type_builder.py:170(<genexpr>)
     3371    0.004    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:1256(_control_flow_post_processing)
      212    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\override_binary_operator.py:46(maybe_promote_tensors)
        8    0.000    0.000    0.009    0.001 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\random\seed_generator.py:147(draw_seed)
        1    0.001    0.001    0.009    0.009 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\legacy\saving\legacy_h5_format.py:245(save_optimizer_weights_to_hdf5_group)
       20    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_ops.py:442(divide)
    23/22    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\utils\tracking.py:23(wrapper)
       20    0.000    0.000    0.009    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\resource_variable_ops.py:1000(assign_sub)
        2    0.000    0.000    0.009    0.004 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\math_grad.py:1646(_SelectGradV2)
  854/851    0.001    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\util\nest_util.py:521(_tf_core_assert_same_structure)
     2049    0.008    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\op_def_library.py:367(_CanExtractAttrsFastPath)
       28    0.000    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\tensor_array_ops.py:1034(__init__)
    13871    0.006    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:389(dtype)
      544    0.006    0.000    0.008    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      582    0.002    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:4737(init_scope)
     2676    0.003    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\op_def_library.py:188(_MakeType)
        1    0.008    0.008    0.008    0.008 {built-in method tensorflow.python._pywrap_tfe.TFE_NewContext}
       28    0.000    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\tensor_array_ops.py:410(__init__)
  999/743    0.001    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\keras\src\backend\tensorflow\trackable.py:15(__setattr__)
    12347    0.006    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\core\function\polymorphism\function_type.py:108(type_constraint)
     3371    0.007    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\framework\ops.py:6042(_reconstruct_sequence_inputs)
        1    0.000    0.000    0.008    0.008 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\data\ops\map_op.py:189(__init__)
       44    0.000    0.000    0.008    0.000 C:\Users\rakes\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.11_qbz5n2kfra8p0\LocalCache\local-packages\Python311\site-packages\tensorflow\python\ops\array_ops.py:2572(_constant_if_small)
